水质类别,序号,R通道一阶矩,G通道一阶矩,B通道一阶矩,R通道二阶矩,G通道二阶矩,B通道二阶矩,R通道三阶矩,G通道三阶矩,B通道三阶矩
1.0,21.0,0.6117321568627453,0.52843843137255,0.23850196078431335,0.009806298621634499,0.006832309834172234,0.01465034007921847,-0.005890591822721013,-0.004099331874442367,-0.007758055696281006
1.0,22.0,0.6242537254901965,0.56828274509804,0.3228141176470583,0.008092682945883344,0.004643331987834831,0.010963243078950255,-0.006551559191726173,-0.001142382985734554,-0.0069876958655880625
1.0,23.0,0.6926450980392155,0.6643949019607834,0.2796764705882351,0.008895047630945304,0.0056778998640861665,0.011973630998681218,-0.004034587552816996,-0.0019262654944822762,-0.006234105823513117
1.0,24.0,0.5677862745098045,0.5853690196078439,0.25153568627450934,0.007771921533405666,0.006020961960487915,0.012704278184862977,-0.0033993879072164645,-0.00261239776898541,-0.005175824053790955
1.0,25.0,0.5498764705882359,0.5833082352941175,0.2946325490196077,0.007424470642504761,0.0052931866138487315,0.012029478280973718,-0.0026982080531477164,-0.0019035483660070564,-0.00671764578280093
1.0,26.0,0.5627450980392154,0.56474705882353,0.2886580392156859,0.007012484061884566,0.005061391277198346,0.011961606631970186,-0.004636229026497953,-0.0026287998910671704,-0.0010114028646853995
1.0,27.0,0.6636035294117639,0.62331294117647,0.21162313725490167,0.007971096180423997,0.005851622947422387,0.013665412939371319,-0.004721444030842311,-0.0022698475029314102,-0.008249723905430807
1.0,28.0,0.6685521568627459,0.620227843137255,0.22183215686274466,0.007275573475430383,0.006345559000682427,0.01071061028978742,-0.004052730142665703,-0.0034731889872889974,-0.004219492171840889
1.0,29.0,0.577378431372549,0.5396678431372544,0.28113450980392124,0.020215109156669693,0.014885701093317702,0.012224458191893488,-0.009711036328155934,-0.005069500595617287,-0.0067701971056775044
1.0,3.0,0.6302945098039215,0.5942435294117646,0.29847019607843106,0.0077410314367485165,0.005882574623273812,0.010138162806842233,-0.00343822343761871,-0.003472165179783866,-0.006477411842091626
1.0,30.0,0.639665882352941,0.5952133333333333,0.2401164705882348,0.011343587843339253,0.00874688774441397,0.015099484478826948,-0.003562005588381563,-0.003097647984694281,-0.0035257927979353045
1.0,31.0,0.5580478431372561,0.5354156862745098,0.26590039215686273,0.01306516666295519,0.008477338450535105,0.014226172651566811,-0.008120032260776809,-0.005895726966061951,-0.00911911182669714
1.0,32.0,0.6205403921568629,0.5923019607843139,0.22021607843137198,0.014432145738025723,0.010830085397246376,0.010093636192183742,-0.0028238351669586347,-0.0036801172059897002,-0.0066518107829031765
1.0,33.0,0.6134129411764706,0.5828662745098041,0.22429882352941116,0.013793248943478211,0.010839903208807579,0.010805402240091076,-0.0046974673841898955,-0.005110918307123494,-0.0014961654561295888
1.0,34.0,0.6036800000000001,0.6080043137254912,0.2541227450980388,0.010722464669873878,0.006628971620419671,0.010390320451875228,-0.007541983401150148,-0.00338913797872132,-0.002347036488731075
1.0,35.0,0.6034415686274506,0.6023207843137258,0.23880784313725445,0.009934671840335916,0.0065659904100873814,0.01085629028863998,-0.005742126551506312,-0.002911830117948628,-0.005497771673596229
1.0,36.0,0.6342313725490192,0.5574239215686285,0.18167999999999973,0.007512807467762902,0.005897526038897099,0.010143115414477875,-0.0024540472045728075,-0.002541043753522893,-0.00417809418589022
1.0,37.0,0.5748164705882357,0.5618521568627447,0.25658235294117615,0.007698354612819145,0.004828074870884028,0.010974569709800168,-0.0025013459174021814,-0.0026278245468418166,-0.005300574027297198
1.0,38.0,0.6414941176470584,0.619756078431373,0.3331274509803915,0.00826515501303308,0.005437522051376699,0.008769721554737956,-0.0043441876827029335,-0.0030723460128236615,-0.006199731916630518
1.0,39.0,0.5563678431372555,0.5754886274509803,0.28507294117647014,0.007263348088295731,0.005073394185940648,0.009857359493210791,-0.002601125233758656,-0.0028107847703518905,-0.0070274423912177215
1.0,4.0,0.6386203921568626,0.6192588235294118,0.3196686274509799,0.008125653681450209,0.006059399680709336,0.009723402487813775,-0.004891550082447658,-0.0031687230549919884,-0.004342485463062703
1.0,40.0,0.5854866666666663,0.5655082352941173,0.2558705882352939,0.007918888296300738,0.005290396426386911,0.010586630960517825,-0.0040049133540754085,-0.002110868643435209,-0.005433508774929548
1.0,41.0,0.5820407843137254,0.5714349019607841,0.2802850980392154,0.00687188616981901,0.0049411565359074976,0.010150164124634466,-0.004041794308770007,-0.002355367608184752,-0.005780957581839119
1.0,42.0,0.6065776470588246,0.5462176470588243,0.29713215686274497,0.009052595015189579,0.006650718814223559,0.009620560059343749,-0.00443814070062617,-0.0035320366131229284,-0.00658847869109587
1.0,43.0,0.6065776470588246,0.5462176470588243,0.29713215686274497,0.009052595015189579,0.006650718814223559,0.009620560059343749,-0.00443814070062617,-0.0035320366131229284,-0.00658847869109587
1.0,44.0,0.6079462745098042,0.5723160784313719,0.2574858823529409,0.008355433955572191,0.0065621233704926335,0.010470184900801807,-0.0025695269963119964,-0.0030408107338356716,-0.0010385133791427348
1.0,45.0,0.591876470588235,0.5351043137254904,0.26460705882352925,0.008802840887426631,0.0062973328053518695,0.010209316413836508,-0.004665886987449571,-0.0025410761256341114,-0.008118396517567357
1.0,46.0,0.607709803921569,0.5492709803921574,0.26950705882352916,0.008405197857209497,0.006258055864760183,0.009336537191083863,-0.0026158262593478036,-0.002305789298205286,-0.00590175245375184
1.0,47.0,0.5991486274509811,0.5755313725490195,0.25336862745098,0.00861743410475464,0.005418211207347693,0.010776481291201123,-0.0028751809928420713,-0.0016726043525668094,-0.005364007449355199
1.0,48.0,0.6402337254901956,0.6231129411764708,0.29656235294117606,0.008252463744989181,0.005367998015207567,0.016320027270785572,-0.0037654503473289495,-0.002315175817925183,-0.008113265223646481
1.0,49.0,0.6448007843137246,0.6233501960784311,0.28476980392156837,0.009579754346992002,0.00598551565808617,0.010948886390278953,-0.0064138968718130355,-0.002853808476615965,-0.006370709406511438
1.0,5.0,0.5980152941176466,0.5181733333333333,0.27861529411764685,0.010445194138185778,0.007489467534633303,0.010537788605616228,-0.00321088517314016,-0.00353594569937497,-0.006244833157078136
1.0,50.0,0.5992090196078435,0.5619674509803927,0.26780901960784287,0.008590309633991254,0.0055210298171821486,0.011624289032096977,-0.003915320681185595,-0.002521226776615327,-0.005492124269376205
1.0,51.0,0.5614862745098045,0.5760427450980393,0.23666313725490135,0.009588984292490523,0.006822399264083715,0.011086066562064801,-0.004409631428763509,-0.00297319579135618,-0.0042679526356603735
1.0,6.0,0.6509760784313732,0.5768525490196081,0.3360109803921564,0.008744041780930979,0.006659873401611361,0.0093532364486626,-0.004946372585234246,-0.0017124132928615157,-0.006112492579847133
1.0,7.0,0.6084745098039218,0.5681474509803931,0.2549113725490193,0.009012852542748293,0.006654681545103676,0.010676173848484313,-0.0009169221319508169,-0.0035852812192824525,-0.0034195763136270715
1.0,8.0,0.6134552941176472,0.567138039215687,0.267301176470588,0.008906410557548315,0.00675984703024829,0.012604546734620666,-0.005014797338692515,-0.003962264035025561,-0.0053118523043300305
1.0,9.0,0.6091764705882355,0.5558588235294125,0.23206901960784262,0.00819786076877134,0.006185724782137794,0.010184501904684418,-0.005000186648241081,-0.0034091490681044806,-0.002182777214307351
2.0,1.0,0.4951423529411761,0.5393309803921574,0.41612431372548997,0.011357544063356994,0.00986828725118085,0.014789473853739169,-0.0154736207646998,-0.016122032151234506,-0.01987319481691717
2.0,10.0,0.5710282352941177,0.5624399999999997,0.42131686274509766,0.008680063428049114,0.006277875518865653,0.009102837105426828,-0.005737851583444961,-0.001182739260766476,-0.006691926919136481
2.0,11.0,0.49540470588235247,0.487618823529411,0.27008627450980366,0.010470283288501987,0.00866434904687003,0.01617361400802981,-0.008501753900400177,-0.008006945328863218,-0.005149958906386091
2.0,12.0,0.5472117647058833,0.5030921568627448,0.2883196078431371,0.008719719616386146,0.006810973065177901,0.009532507969530264,-0.003665419479212841,-0.0029923149172267614,-0.004405062129014855
2.0,13.0,0.4711152941176466,0.4911196078431367,0.3211768627450978,0.019088307960827267,0.017082849769508524,0.0270680063957842,-0.016600477355481865,-0.015776684471575406,-0.02619917942009387
2.0,14.0,0.4561980392156859,0.4807145098039213,0.3269941176470586,0.01306975327219013,0.010012405346506928,0.011815984813653651,-0.00800755629933502,-0.007379689475823049,-0.009443235376273501
2.0,15.0,0.4999254901960788,0.4878847058823519,0.342583921568627,0.009360020340609534,0.005494126940132938,0.010980595789428333,-0.003176435358880377,-0.0012159511092702051,-0.006681392817877482
2.0,16.0,0.5593070588235299,0.5431874509803922,0.3597309803921566,0.03606615245227159,0.03212577075551509,0.04068722494330477,-0.02487672172449641,-0.021196000904949133,-0.027819801611581194
2.0,17.0,0.5552266666666674,0.5710831372549013,0.3161847058823525,0.00760859523268523,0.0049772625028522526,0.008735372759928566,-0.0015191306827865032,-0.0020532764123422434,-0.0064172597905966106
2.0,18.0,0.5556258823529414,0.5791929411764712,0.3311584313725487,0.006587211451724242,0.00506184187201212,0.010696770409492172,-0.0016918622017122631,-0.0024622900982884588,-0.006782261896371496
2.0,19.0,0.5513074509803921,0.5713062745098034,0.31638470588235257,0.007103177037721901,0.004892185374587825,0.00920080600083357,-0.002918760903925599,-0.002496911849984026,-0.005208499362972424
2.0,2.0,0.4651807843137248,0.5086380392156863,0.361063921568627,0.01384893218151649,0.012795443675554468,0.01970267901385374,-0.022940505643349086,-0.02248010472291047,-0.03181269283363559
2.0,20.0,0.47924745098039195,0.5281466666666678,0.3344184313725486,0.008462045792401219,0.006951392990879483,0.011763618975935754,-0.002465066060100717,-0.002497559287856024,-0.005663283579645175
2.0,21.0,0.48498313725490144,0.5059984313725485,0.34707450980392107,0.008414722739644049,0.00623581677424728,0.00949245152261868,-0.0034221912590433725,-0.001482636463320116,-0.0046286507151278924
2.0,22.0,0.4849498039215678,0.5278192156862755,0.3828874509803917,0.008996980278572679,0.00642584984064739,0.009577641454975307,-0.003706063072735001,-0.003037317158792144,-0.005252223768240569
2.0,23.0,0.4627168627450975,0.4825113725490192,0.324505490196078,0.008384225829066595,0.006528402253703364,0.009650763508330993,-0.003930089776281493,-0.003372018215473279,-0.0024601652846698956
2.0,24.0,0.4477843137254894,0.48060352941176454,0.32258627450980354,0.007757547700680622,0.005871748336525452,0.009470535257433115,-0.004493802714889302,-0.002619954486655282,-0.006798336208495018
2.0,25.0,0.5495376470588236,0.5414921568627459,0.3115823529411761,0.011715616270198603,0.0089657554752419,0.012891549378068039,-0.008448199539486678,-0.006645181787742254,-0.00200174486063882
2.0,26.0,0.4701262745098037,0.4841792156862741,0.28357960784313707,0.0220804593363897,0.020784766369469937,0.018747048942699674,-0.007129594334336573,-0.011094621254118076,-0.010451452115012506
2.0,27.0,0.559741176470589,0.569627843137255,0.3305788235294115,0.014204116454742972,0.01092536913492322,0.008121183505510807,-0.008238072901578148,-0.006313446737685675,-0.004585977535898831
2.0,28.0,0.543396078431373,0.5470772549019611,0.3062615686274507,0.010041700060246853,0.007143477044336907,0.010168098191802593,-0.005803304068325479,-0.004417603334080405,-0.006211516459553562
2.0,29.0,0.5525592156862752,0.5526223529411767,0.32699333333333275,0.010429391850874385,0.008345748822848172,0.014605609046163774,-0.006288454860902114,-0.003946401250835837,-0.009671223211124624
2.0,3.0,0.49192862745098026,0.5463317647058832,0.42578274509803876,0.010371205487693986,0.008305792404482511,0.012213803927612425,-0.009274336752928838,-0.009708830133034295,-0.01145553716632339
2.0,30.0,0.5383901960784322,0.562391764705882,0.3002462745098037,0.006712747031045231,0.004609273019695002,0.008978299405099636,-0.0022828028949585643,-0.0013884138669936555,-0.003054891550693507
2.0,31.0,0.5405062745098043,0.5615788235294114,0.29151725490196045,0.007120528979567875,0.005106408273869073,0.009756275114704503,-0.004145421391551652,-0.0017247426463044878,-0.005804740025263025
2.0,32.0,0.5438560784313732,0.565599607843138,0.2961592156862741,0.007405227026403194,0.005088923358215363,0.010490453095623669,-0.001045187545011685,-0.0007927617087194645,-0.007960045475249776
2.0,33.0,0.5370709803921576,0.5688635294117649,0.3636274509803918,0.006390473000876587,0.004982979040998416,0.008037182908947641,-0.0007721005640082864,-0.001039233566574167,-0.004139429276372827
2.0,34.0,0.5422843137254904,0.5671996078431384,0.3234862745098033,0.006950026207358373,0.004994624084193585,0.010734988087678482,-0.002865528279255739,-0.002284051363924908,-0.004406499210396663
2.0,35.0,0.5454180392156857,0.5738701960784313,0.3541349019607838,0.00719833959238874,0.0049505022327826454,0.009581107772266778,-0.004118378334980699,-0.0013845700388085242,-0.004902211535725875
2.0,36.0,0.5380078431372556,0.547525098039216,0.3142219607843133,0.010511073964818578,0.008254564559263738,0.009049373255894055,-0.004513147033476175,-0.004857129899816045,-0.004048713703414239
2.0,37.0,0.5373952941176477,0.5389749019607851,0.31402196078431294,0.00963710498756396,0.007879552755961907,0.008496406405022533,-0.0030877709907841926,-0.00465675030134538,-0.00375048751649309
2.0,38.0,0.5372956862745101,0.5043007843137256,0.32388705882352886,0.009601271734296533,0.00913350853939157,0.010306701969974949,-0.0030874973391412167,-0.0022680797224651815,-0.0065680833756124385
2.0,39.0,0.5372956862745101,0.5043007843137256,0.32388705882352886,0.009601271734296533,0.00913350853939157,0.010306701969974949,-0.0030874973391412167,-0.0022680797224651815,-0.0065680833756124385
2.0,4.0,0.5115345098039217,0.5542070588235293,0.39108156862745075,0.008332529889757762,0.005976244347526767,0.00950947188423778,-0.0014338054014410408,-0.001489978996276353,-0.0033520350319055994
2.0,40.0,0.532529019607843,0.5336392156862747,0.2892145098039212,0.010241703342267762,0.007363903984407996,0.008452458730620867,-0.005314472920479564,-0.0033196887638066996,-0.0033435691153250744
2.0,41.0,0.5403149019607841,0.5411066666666667,0.2964721568627447,0.008131967958834216,0.006065493073804779,0.009165000238587993,-0.005802102289059237,-0.003311701869836913,-0.003441307542971101
2.0,42.0,0.5632188235294121,0.5234937254901961,0.2998541176470587,0.008111305053165804,0.00603095588708431,0.013930467280270038,-0.0037991111068760206,-0.0033051764970581485,-0.00892889768382693
2.0,43.0,0.5202243137254907,0.49400823529411775,0.2812070588235292,0.007748138554342316,0.005051555182859517,0.011890192948419058,-0.003261433261588117,-0.0027865991462354576,-0.002917695088856846
2.0,44.0,0.5477152941176476,0.5447203921568627,0.376740784313725,0.008472745948857408,0.004942462188778487,0.013188808876648988,-0.004036962278131962,-0.00247932977465804,-0.007545077791137114
2.0,5.0,0.4840058823529412,0.5254580392156868,0.37991058823529383,0.008926921686440843,0.006930569895562546,0.01455906854484526,-0.0034080969148173046,-0.004010309472265616,-0.008533345893247377
2.0,6.0,0.492085882352941,0.542804705882354,0.42838156862745036,0.010235123122303888,0.0075061005151977845,0.012956134379897925,-0.004845717926974089,-0.0037667360379229995,-0.007987769288139667
2.0,7.0,0.5695345098039214,0.5564627450980398,0.3450043137254899,0.008753798810678665,0.006871362656686643,0.011195874995576297,-0.0027348165124176822,-0.0033277765545093115,-0.003597607256364504
2.0,8.0,0.56248705882353,0.539892156862745,0.32696039215686223,0.009239493953664336,0.007581360568270609,0.010758078598552873,-0.0033842227594129116,-0.0038703604973858515,-0.0039084571429151265
2.0,9.0,0.6111568627450976,0.6093749019607844,0.4040396078431369,0.007267477177743838,0.005738946904482775,0.008179450239983965,-0.004598600194411636,-0.0023285688870682856,-0.0017158748395761664
3.0,1.0,0.5107560784313728,0.4895466666666662,0.18622313725490156,0.012331726669875368,0.010759098250118792,0.011664032254881097,-0.007475255911989812,-0.007574553691842064,-0.005124050266239567
3.0,10.0,0.554407450980392,0.544410196078432,0.24579960784313676,0.008169013188298093,0.006889957075100849,0.009644982073612555,-0.003263184575360234,-0.0034775126637094306,-0.00625874116228386
3.0,11.0,0.5504223529411769,0.5374666666666676,0.22894862745097994,0.008152290111608014,0.007755276508641717,0.011612381459142375,-0.0034765353131041114,-0.0022907477419206257,-0.0023382707196102095
3.0,12.0,0.5534188235294122,0.49296745098039163,0.23206823529411705,0.010465640866871236,0.009287144823750537,0.01843142646633749,-0.007268101051696449,-0.008215139501681025,-0.01765869318780097
3.0,13.0,0.5805600000000003,0.5203584313725491,0.2310121568627446,0.008037559044994248,0.0061987659100945945,0.01097860937207958,-0.004073340607622161,-0.0023937624936247984,-0.006810135196800727
3.0,14.0,0.5260015686274517,0.4929890196078424,0.21441529411764665,0.015708511610723064,0.012893895303650451,0.027006046623827894,-0.011377827583086477,-0.010522144013274356,-0.027063305137659206
3.0,15.0,0.5715960784313734,0.5007964705882346,0.27012274509803896,0.009477508128350657,0.00729090208481115,0.011010190875465637,-0.0028408112945316174,-0.001688194918599976,-0.00598925531458715
3.0,16.0,0.5847764705882355,0.5311254901960785,0.2124258823529408,0.009211326461415722,0.007445850659362048,0.011070480603478925,-0.004016205943553769,-0.004001184344474884,-0.005545525069755988
3.0,17.0,0.534065882352942,0.49670039215686246,0.2007113725490192,0.008766531160556267,0.006715216574385912,0.011090549707316471,-0.0048008934554585325,-0.0015420530251074047,-0.002730971627716988
3.0,18.0,0.5634145098039214,0.5365098039215692,0.17195450980392135,0.008356035061743983,0.006237513478499552,0.011098536287628066,-0.0044100133610372365,-0.0014142415971207874,-0.004981655206313109
3.0,19.0,0.5169560784313734,0.4994074509803924,0.1666431372549017,0.008795295621369534,0.006976611434833452,0.011800575383960791,-0.004144230007377299,-0.0034116820625897204,-0.0042089935826107846
3.0,2.0,0.5330843137254901,0.5067894117647057,0.18597137254901927,0.011011069017463432,0.007870540666347061,0.012642558682572583,-0.004943034008700576,-0.0028241745212740513,-0.004324206889321591
3.0,20.0,0.5019262745098034,0.49742039215686307,0.17357254901960759,0.008359587303489308,0.007041481048992586,0.011888679478010698,-0.003933343021423391,-0.0024544606624754017,-0.004519709634216381
3.0,21.0,0.5452772549019612,0.5134713725490204,0.21390784313725444,0.008420340717165587,0.00547420775614866,0.011097996085276125,-0.005765549112511132,-0.0021425296016107515,-0.0061375597909182865
3.0,22.0,0.5532329411764709,0.5252819607843143,0.2242470588235289,0.008453199872326875,0.005433998643113923,0.00997937973985912,-0.005451303947568689,-0.002384051174425762,-0.0026909318927818763
3.0,23.0,0.5326529411764704,0.5132996078431377,0.22665686274509744,0.008510615078354695,0.0053295921711230595,0.01136774323746611,-0.0036995242853627265,-0.001005080613758633,-0.008707026356498462
3.0,24.0,0.5036796078431375,0.4894015686274508,0.19772117647058784,0.01708399905192884,0.017070112667528656,0.03652789568596725,-0.025752805508047906,-0.027531629942171246,-0.05955581544667507
3.0,25.0,0.523710588235294,0.5110992156862743,0.18345960784313697,0.00771330337670969,0.005317163940689121,0.013018404834569985,-0.002930612870944598,-0.001597563842542708,-0.006522181043268832
3.0,26.0,0.5366764705882361,0.5205666666666665,0.19135725490196054,0.007561556943274449,0.0056378188976179125,0.01268318281568253,-0.002785842419024671,-0.003117515858132522,-0.0028197836248504103
3.0,27.0,0.5258517647058834,0.52233568627451,0.25698627450980377,0.0078108149276934465,0.005221639886711596,0.011417091775986543,-0.0049320536040085355,-0.0010879919398127564,-0.008392241062606533
3.0,28.0,0.5996866666666661,0.5397305882352939,0.15713058823529388,0.009275745877917066,0.007240962028862033,0.010353264336905277,-0.006325294299262716,-0.0039963248306693604,-0.004158912572145184
3.0,29.0,0.564749019607844,0.5004599999999993,0.09396039215686255,0.008314168504659696,0.007194599099960344,0.009864044657686965,-0.003174260193011263,-0.0030639206987103556,-0.004210718659567505
3.0,3.0,0.5595545098039217,0.5228215686274511,0.19431019607843106,0.012409181058726263,0.007840214896740175,0.012163811543463592,-0.0049906962038456446,-0.0027616923881231413,-0.005281420627348284
3.0,30.0,0.6323631372549016,0.5756243137254906,0.13588588235294102,0.008629940140027253,0.006968518608394497,0.011127881439371995,-0.0044065795047005946,-0.003476164110745106,-0.0064335060703616335
3.0,31.0,0.6259309803921569,0.5676376470588235,0.14306117647058805,0.00917593951873695,0.007287045105834823,0.013097113763243247,-0.005061518284463185,-0.002624028284621153,-0.007391234213571688
3.0,32.0,0.5234278431372555,0.490569803921568,0.20076039215686237,0.008911309930370785,0.007395061487901394,0.012041133391367776,-0.005390604041067828,-0.0044644311038095266,-0.0019385790340261371
3.0,33.0,0.5140623529411772,0.5309847058823531,0.17721294117647027,0.011133885979004105,0.009310417402189793,0.013275228358343478,-0.004596057362927994,-0.004716594295078296,-0.008581532647811727
3.0,34.0,0.5450905882352948,0.5580937254901968,0.22910705882352914,0.014163268546925657,0.010814408482866477,0.01705254006882621,-0.008636610426724171,-0.0069661237301517805,-0.009465229943633182
3.0,35.0,0.5514333333333331,0.5709003921568626,0.22195647058823476,0.0073828252849958255,0.005350123283297504,0.015415615339943838,-0.0025629490038837875,-0.0025393946859483324,-0.009009803310871313
3.0,36.0,0.5699650980392161,0.5842466666666666,0.18897490196078398,0.013460609821355921,0.010935487726244409,0.010505581563296887,-0.007164608532130638,-0.007982229248564591,-0.0036029967993848437
3.0,37.0,0.5022996078431368,0.48741686274509766,0.2231352941176465,0.00815114339457876,0.00545315841661027,0.011473654525641742,-0.0034967110861667903,-0.001356295140898065,-0.00813762309954986
3.0,38.0,0.5370145098039215,0.5176039215686282,0.26235372549019587,0.022142019081297443,0.016224055501999162,0.016702126043683325,-0.012832789399231579,-0.009620077276584097,-0.01011783276571878
3.0,39.0,0.5005799999999998,0.48072980392156767,0.19846470588235254,0.009719420615505578,0.008844495169860661,0.01262917279090539,-0.0034741452719525235,-0.00485470183975341,-0.004420895524778725
3.0,4.0,0.544406274509804,0.5222890196078437,0.26377843137254875,0.010654175962333767,0.007515872539038172,0.011043145436438593,-0.0037235582088711947,-0.004511138467617223,-0.006746735982530181
3.0,40.0,0.49186392156862724,0.5083749019607844,0.2228737254901956,0.008871780844224178,0.006491602998978569,0.012966252686393724,-0.007311169191379204,-0.007782801141803379,-0.009634070516171388
3.0,41.0,0.5058592156862747,0.4881917647058821,0.19859333333333298,0.008331155600108426,0.00545376821079147,0.010300397195806962,-0.003109258673456017,-0.0036893562775766066,-0.004217050376626279
3.0,42.0,0.5105874509803919,0.4924243137254896,0.19403568627450937,0.008329507735498232,0.005411976068620433,0.011041819210280095,-0.0019745070716359393,-0.0015272007786909503,-0.006449879515299061
3.0,43.0,0.5260992156862754,0.5026988235294111,0.19189960784313684,0.00773591603653115,0.005164842495252766,0.013667269595950077,-0.0027423197948703284,-0.001672610045000658,-0.005212054979287013
3.0,44.0,0.48414705882352865,0.5069580392156863,0.2113584313725485,0.008283327473489394,0.005534359502407104,0.011702887940981475,-0.003748851045037923,-0.00234153916202097,-0.009004160333863242
3.0,45.0,0.520902352941177,0.5384654901960781,0.24226784313725439,0.009260246039331689,0.007800082127743179,0.009613642995330973,-0.0060484763401149316,-0.010009315754975934,-0.008575258576796169
3.0,46.0,0.5176537254901962,0.5325537254901971,0.24297882352941141,0.009271750292120212,0.007307891864713343,0.010561016459881958,-0.0037451333050514185,-0.003012324894102362,-0.004809673965596601
3.0,47.0,0.4745133333333326,0.5234058823529415,0.23905882352941107,0.006610721651495876,0.005320063870366129,0.013317984244790304,-0.004083149715471719,-0.0017186488972968758,-0.007209976703326106
3.0,48.0,0.5480874509803931,0.5720356862745097,0.18368235294117607,0.007025409706597876,0.005576030966372675,0.01466681293834999,-0.002994966506481466,-0.0022195603755573124,-0.009547841286670036
3.0,49.0,0.532618823529412,0.4624290196078422,0.15811254901960764,0.009109866517894544,0.00724578509305676,0.010128076635382451,-0.00378156806203633,-0.004213080316195038,-0.005479893878642637
3.0,5.0,0.4934360784313723,0.5121964705882355,0.17637725490196052,0.009615278083649639,0.007971380941214511,0.011714555567718879,-0.004491666696790867,-0.002158831742071696,-0.005524563241728392
3.0,50.0,0.5674349019607847,0.5020439215686271,0.1848172549019605,0.008264209916967911,0.00723734022824631,0.010683747454398101,-0.002165439427030597,-0.005192371435552812,-0.005004373049945814
3.0,51.0,0.5144505882352944,0.4950866666666664,0.20957215686274472,0.008891599731773855,0.00604054173116929,0.011732444124584017,-0.002972926028150427,-0.002539709218608464,-0.006645108374067159
3.0,52.0,0.5291952941176474,0.5153560784313731,0.22861568627450937,0.008141721391714393,0.005425544207728798,0.01114249462493671,-0.005256545732275818,-0.00148362006849302,-0.008777160445604238
3.0,53.0,0.5296462745098041,0.5103709803921564,0.20592509803921538,0.009057400754070577,0.0060145803109445065,0.011387333993124676,-0.0009171117620317389,-0.0034585274270754708,-0.0070330695541175195
3.0,54.0,0.5046937254901966,0.4901878431372547,0.16813529411764674,0.012839427927144874,0.010296709731543152,0.012545066626173523,-0.002594164275621525,-0.006467486074768484,-0.006173205657931889
3.0,55.0,0.54338,0.5256458823529419,0.15944235294117629,0.007244155676462327,0.005618834573181895,0.012297290868587735,-0.003893208487843999,-0.00348087216085159,-0.007511559856675171
3.0,56.0,0.5689572549019609,0.5518325490196075,0.15605686274509778,0.009416034317501093,0.006793013474489118,0.01131484328593019,-0.004000163777260443,-0.0028624931961369936,-0.0064475625093920585
3.0,57.0,0.5940415686274507,0.5666882352941174,0.13738431372549006,0.01023343356239589,0.006385500865202352,0.012325404103434362,-0.0040171014189211065,-0.002642822828709941,-0.006860881990819322
